"ReportingAreaName","ReportingAreaState","ReportingAreaID","ReportingAreaLat","ReportingAreaLong","SiteID","SiteName","SiteAgencyName","SiteLat","SiteLong"
"Muscatine","IA","ia002",41.4239,-91.0561,"191390019","Muscatine, High School East Campus","Iowa DNR",41.4014,-91.0684
"Muscatine","IA","ia002",41.4239,-91.0561,"191390020","Muscatine, Musser Park","Iowa DNR",41.407799,-91.0625
"Myrtle Beach-Conway","SC","sc009",33.8005,-78.9941,"450510008","Coastal Carolina","South Carolina DHEC",33.8005,-78.9941
"Myton","UT","ut012",40.1944,-110.0618,"490137011","Myton","Ute Tribe",40.2169,-110.182297
"N Coastal Orange","CA","ca150",33.6738,-117.9258,"840060374009","Long Beach Signal Hill","South Coast AQMD",33.793713,-118.171019
"Nairobi","  ","ds066",-1.234,36.81,"404KE1010001","Nairobi","U.S. Department of State Kenya - Nairobi",-1.23437,36.81732
"Napa","CA","ca064",38.33,-122.28,"060950004","Vallejo","San Francisco Bay Area AQMD",38.102507,-122.237976
"Naples","FL","fl021",26.142,-81.7948,"120210004","Laurel Oaks Elementary","Florida Dept. of Environmental Protection",26.2992,-81.72
"Narragansett","RI","ri005",41.4942,-71.4219,"440071010","E Providence","Rhode Island Dept. of Environmental Management",41.840302,-71.361702
"Narragansett","RI","ri005",41.4942,-71.4219,"440090007","Narragansett","Rhode Island Dept. of Environmental Management",41.4942,-71.4219
"Narragansett","RI","ri005",41.4942,-71.4219,"440030002","W Greenwich","Rhode Island Dept. of Environmental Management",41.615,-71.7197
"Nashua","NH","nh008",42.7019,-71.445,"330111011","Nashua - Gilson Rd.","New Hampshire Dept. of Environmental Services",42.718653,-71.522416
"Nashville","TN","tn004",36.171,-86.785,"471890103","CEDARS","Tennessee Air Pollution Control Div.",36.0603,-86.2861
"Nashville","TN","tn004",36.171,-86.785,"471192007","Columbia","Tennessee Air Pollution Control Div.",35.65188,-87.0096
"Nashville","TN","tn004",36.171,-86.785,"470370011","EAST HEALTH CENTER","Tennessee Air Pollution Control Div.",36.2047,-86.7444
"Nashville","TN","tn004",36.171,-86.785,"471870106","FVIEW","Tennessee Air Pollution Control Div.",35.9514,-87.1375
"Nashville","TN","tn004",36.171,-86.785,"471650007","HVILLE","Tennessee Air Pollution Control Div.",36.2975,-86.6525
"Nashville","TN","tn004",36.171,-86.785,"470370023","LOCKELAND","Tennessee Air Pollution Control Div.",36.1767,-86.7386
"Nashville","TN","tn004",36.171,-86.785,"470370026","PERCY PRIEST DAM","Tennessee Air Pollution Control Div.",36.1506,-86.6211
"Nassau County","FL","fl032",30.5927,-81.822,"120030002","Osceola National Forest","Florida Dept. of Environmental Protection",30.1972,-82.445
"Natural Bridge","VA","va009",37.63,-79.54,"511630003","NATBRIDGE","Virginia Dept. of Environmental Quality",37.62668,-79.5126
"N'Djamena","  ","ds053",12.102,15.0481,"148CHD010001","N'Djamena","U.S. Department of State Chad - N'Djamena",12.1348,15.0557
"Nespelem","WA","wa045",48.1653,-118.9842,"TT1010002","Nespelem","Confederated Tribes of Colville Reservation",48.1671,-118.974748
"New Delhi","  ","ds001",28.6358,77.2245,"DS1010001","New Delhi","U.S. Department of State India - New Delhi",28.63576,77.22445
"New Hanover County","NC","nc012",34.273,-77.9079,"371290002","CASTLE H","North Carolina DEQ - Division of Air Quality",34.364167,-77.838611
"New Haven","CT","ct012",41.3392,-72.9214,"090090027","New Haven","Connecticut Dept. of Energy and Environmental Protection",41.301288,-72.902685
"New London-Groton","CT","ct003",41.343,-72.03,"090110124","Groton","Connecticut Dept. of Energy and Environmental Protection",41.3536,-72.0789
"New Orleans","LA","la002",30.066,-89.931,"220870007","Chalmette Vista","Louisiana Department of Environmental Quality",29.9431,-89.9761
"New Orleans","LA","la002",30.066,-89.931,"220710012","City Park","Louisiana Department of Environmental Quality",29.9933,-90.1014
"New Orleans","LA","la002",30.066,-89.931,"220950002","Garyville","Louisiana Department of Environmental Quality",30.0494,-90.6367
"New Orleans","LA","la002",30.066,-89.931,"220511001","Kenner","Louisiana Department of Environmental Quality",30.0411,-90.2728
"New Orleans","LA","la002",30.066,-89.931,"221030002","Madisonville","Louisiana Department of Environmental Quality",30.4293,-90.1997
"New York City Region","NY","ny003",40.8419,-73.8359,"360470052","Bklyn - PS 314","New York Dept. of Environmental Conservation",40.641819,-74.018707
"New York City Region","NY","ny003",40.8419,-73.8359,"360470118","Bklyn - PS274","New York Dept. of Environmental Conservation",40.694401,-73.928596
"New York City Region","NY","ny003",40.8419,-73.8359,"360050110","Bronx - IS52","New York Dept. of Environmental Conservation",40.816101,-73.902199
"New York City Region","NY","ny003",40.8419,-73.8359,"360050112","Bronx - IS74","New York Dept. of Environmental Conservation",40.814701,-73.886703
"New York City Region","NY","ny003",40.8419,-73.8359,"360610135","CCNY","New York Dept. of Environmental Conservation",40.8197,-73.9481
"New York City Region","NY","ny003",40.8419,-73.8359,"360850111","Fresh Kills","New York Dept. of Environmental Conservation",40.5802,-74.1994
"New York City Region","NY","ny003",40.8419,-73.8359,"360610115","Manhattan/IS143","New York Dept. of Environmental Conservation",40.8492,-73.9319
"New York City Region","NY","ny003",40.8419,-73.8359,"360810120","Maspeth","New York Dept. of Environmental Conservation",40.7269,-73.8933
"New York City Region","NY","ny003",40.8419,-73.8359,"360050080","Morrisania","New York Dept. of Environmental Conservation",40.8367,-73.9214
"New York City Region","NY","ny003",40.8419,-73.8359,"360050133","Pfizer Lab","New York Dept. of Environmental Conservation",40.868,-73.8782
"New York City Region","NY","ny003",40.8419,-73.8359,"360810124","Queens","New York Dept. of Environmental Conservation",40.7375,-73.8244
"New York City Region","NY","ny003",40.8419,-73.8359,"360870005","Rockland Cty","New York Dept. of Environmental Conservation",41.182079,-74.028191
"New York City Region","NY","ny003",40.8419,-73.8359,"361192004","White Plains","New York Dept. of Environmental Conservation",41.0522,-73.7642
"Newcastle","WY","wy007",43.88,-104.19,"560450003","NewCastle","Bureau of Land Management - Wyoming",43.881401,-104.191902
"Newport","WA","wa060",48.18,-117.043,"840530510008","Newport-Calispel","Washington Department of Ecology",48.181245,-117.052746
"Nez Perce Reservation","ID","id012",46.335,-116.5359,"840TT1820003","Kamiah","EPA Region 10",46.2094,-116.0275
"Nez Perce Reservation","ID","id012",46.335,-116.5359,"840TT1820013","Lapwai","EPA Region 10",46.3972,-116.8062
"Nez Perce Reservation","ID","id012",46.335,-116.5359,"160499991","Nez Perce Tribe","EPA Region 10",46.2756,-116.0216
"Niland","CA","ca254",33.2136,-115.5444,"060254004","Niland - English Road","Imperial County Air Pollution Control District",33.2136,-115.5444
"Nipomo","CA","ca189",35.0555,-120.5388,"060794002","NRP","San Luis Obispo County APCD",35.0315,-120.50101
"Nipomo CDF","CA","ca281",35.041,-120.6031,"060792007","CDF","San Luis Obispo County APCD",35.04676,-120.58777
"Nipomo Mesa2","CA","ca282",35.04,-120.5599,"060792004","Mesa 2","San Luis Obispo County APCD",35.02079,-120.56389
"Nogales","AZ","az016",31.3372,-110.9367,"040230004","Nogales Post Office","Arizona Department of Environmental Quality",31.337204,-110.936722
"Norco and Corona","CA","ca154",33.8584,-117.5285,"060590007","Anaheim","South Coast AQMD",33.830586,-117.938509
"Norco and Corona","CA","ca154",33.8584,-117.5285,"060658005","Mira Loma - Van Buren","South Coast AQMD",33.996387,-117.4925
"Norco and Corona","CA","ca154",33.8584,-117.5285,"060658001","Riverside - Rubidoux","South Coast AQMD",33.999449,-117.415831
"North Adams","MA","ma023",42.7022,-73.1104,"250036001","NorthAdams","Massachusetts Dept. of Environmental Protection",42.702223,-73.110414
"North and West Suburbs (Chicago)","IL","il009",42.06,-87.8636,"171110001","CARY","Illinois EPA",42.2211,-88.2411
"North and West Suburbs (Chicago)","IL","il009",42.06,-87.8636,"170314007","DESPLNS","Illinois EPA",42.0603,-87.8631
"North and West Suburbs (Chicago)","IL","il009",42.06,-87.8636,"170317002","EVANSTON","Illinois EPA",42.0622,-87.6736
"North and West Suburbs (Chicago)","IL","il009",42.06,-87.8636,"170314201","NORTHBRK","Illinois EPA",42.1406,-87.7994
"North and West Suburbs (Chicago)","IL","il009",42.06,-87.8636,"170313103","SCHILPRK","Illinois EPA",41.965,-87.8761
"North Central","NJ","nj028",40.767,-74.632,"340273001","Chester","New Jersey Dept. of Environmental Protection",40.787628,-74.6763
"North Central","NJ","nj028",40.767,-74.632,"340190001","Flemington","New Jersey Dept. of Environmental Protection",40.515251,-74.806755
"North Central","NJ","nj028",40.767,-74.632,"340315001","Ramapo","New Jersey Dept. of Environmental Protection",41.058617,-74.255547
"North Central Minnesota","MN","mn011",47.8177,-93.1076,"270177417","Fond du Lac","Minnesota Pollution Control Agency",46.713694,-92.511722
"North Central Minnesota","MN","mn011",47.8177,-93.1076,"271377001","Virginia","Minnesota Pollution Control Agency",47.5212,-92.5393
"North Mono County","CA","ca270",38.402,-119.453,"840MMCA82044","MMCA82044","Great Basin Unified Air Pollution Control District",38.54603,-119.48621
"North Orange CO","CA","ca147",33.869,-117.8903,"060590007","Anaheim","South Coast AQMD",33.830586,-117.938509
"North Orange CO","CA","ca147",33.869,-117.8903,"060595001","La Habra","South Coast AQMD",33.925062,-117.952586
"North Ozaukee and Sheboygan Counties","WI","wi006",43.6604,-87.7729,"550890009","HARRINGTON BCH","Wisconsin Dept. of Natural Resources",43.4981,-87.81
"North Ozaukee and Sheboygan Counties","WI","wi006",43.6604,-87.7729,"551170006","SHEBOYGAN","Wisconsin Dept. of Natural Resources",43.665,-87.7161
"North Ozaukee and Sheboygan Counties","WI","wi006",43.6604,-87.7729,"551170009","Sheboygan-Haven","Wisconsin Dept. of Natural Resources",43.81523,-87.79194
"North Pole","AK","ak007",64.7511,-147.3519,"020900035","Hurst Road","State of Alaska DEC",64.762973,-147.310297
"North Ridges","NC","nc105",36.1111,-81.8114,"371990004","Mt Mitchell","North Carolina DEQ - Division of Air Quality",35.765413,-82.264944
"North Santiam Canyon","OR","or043",44.75,-122.37,"410470123","Detroit Lake","Oregon Dept. of Environmental Quality",44.728314,-122.182756
"North Santiam Canyon","OR","or043",44.75,-122.37,"410430104","Mill City","Oregon Dept. of Environmental Quality",44.752092,-122.479672
"Northampton County","NC","nc073",36.4181,-77.3973,"371310003","Northampton","North Carolina DEQ - Division of Air Quality",36.511708,-77.655389
"Northeast Maryland","MD","md008",39.546,-75.9574,"240259001","Aldino","Maryland Department of the Environment",39.563301,-76.203903
"Northeast Maryland","MD","md008",39.546,-75.9574,"240251001","Edgewood","Maryland Department of the Environment",39.41,-76.2967
"Northeast Maryland","MD","md008",39.546,-75.9574,"240150003","Fair Hill","Maryland Department of the Environment",39.701099,-75.860001
"Northeast Urban","NJ","nj012",40.692,-74.187,"340170006","Bayonne","New Jersey Dept. of Environmental Protection",40.67025,-74.126083
"Northeast Urban","NJ","nj012",40.692,-74.187,"340390004","Elizabeth Trailer","New Jersey Dept. of Environmental Protection",40.641441,-74.208366
"Northeast Urban","NJ","nj012",40.692,-74.187,"340030010","Fort Lee Near Road","New Jersey Dept. of Environmental Protection",40.85355,-73.9661
"Northeast Urban","NJ","nj012",40.692,-74.187,"340171003","Jersey City FH","New Jersey Dept. of Environmental Protection",40.725452,-74.052292
"Northeast Urban","NJ","nj012",40.692,-74.187,"340030006","Leonia","New Jersey Dept. of Environmental Protection",40.870438,-73.991997
"Northeast Urban","NJ","nj012",40.692,-74.187,"840340310005","Paterson","New Jersey Dept. of Environmental Protection",40.918381,-74.168092
"Northeast Urban","NJ","nj012",40.692,-74.187,"340392003","Rahway PM","New Jersey Dept. of Environmental Protection",40.603943,-74.276176
"Northeast Urban","NJ","nj012",40.692,-74.187,"840340170008","Union City High School","New Jersey Dept. of Environmental Protection",40.770908,-74.036218
"Northern","ME","me021",46.6823,-68.0162,"230030014","Madawaska PSB","Maine Dept. of Environmental Protection",47.3553,-68.3211
"Northern","ME","me021",46.6823,-68.0162,"230031100","MICMAC","Maine Dept. of Environmental Protection",46.6964,-68.033096
"Northern","ME","me021",46.6823,-68.0162,"230031011","Presque Isle Riverside","Maine Dept. of Environmental Protection",46.682299,-68.016195
"Northern Baltimore","MD","md007",39.693,-76.5112,"240051007","Padonia","Maryland Department of the Environment",39.462002,-76.631599
"Northern Kentucky","KY","ky006",38.97,-84.66,"210373002","NKU","Kentucky DEP",39.0217,-84.4744
"Northern Twin Cities Metro","MN","mn014",45.21,-93.28,"270031002","Blaine","Minnesota Pollution Control Agency",45.1425,-93.2139
"Northern Twin Cities Metro","MN","mn014",45.21,-93.28,"270031001","East Bethel","Minnesota Pollution Control Agency",45.400799,-93.201103
"Northern Twin Cities Metro","MN","mn014",45.21,-93.28,"271636016","Marine on St. Croix","Minnesota Pollution Control Agency",45.168,-92.7651
"Northern Twin Cities Metro","MN","mn014",45.21,-93.28,"271713201","St. Michael","Minnesota Pollution Control Agency",45.2108,-93.6686
"Northern Virginia","VA","va002",38.834,-77.276,"511071005","ASHBURN","Virginia Dept. of Environmental Quality",39.02473,-77.48925
"Northern Virginia","VA","va002",38.834,-77.276,"510130020","AURORA HILLS","Virginia Dept. of Environmental Quality",38.8577,-77.05922
"Northern Virginia","VA","va002",38.834,-77.276,"240339991","Beltsville","Virginia Dept. of Environmental Quality",39.0284,-76.8172
"Northern Virginia","VA","va002",38.834,-77.276,"240090011","Calvert","Virginia Dept. of Environmental Quality",38.536722,-76.617194
"Northern Virginia","VA","va002",38.834,-77.276,"110010051","DCNearRoad","Virginia Dept. of Environmental Quality",38.894749,-76.953427
"Northern Virginia","VA","va002",38.834,-77.276,"510590030","FRANCONIA","Virginia Dept. of Environmental Quality",38.77335,-77.10468
"Northern Virginia","VA","va002",38.834,-77.276,"240210037","Frederick Airport","Virginia Dept. of Environmental Quality",39.42276,-77.37519
"Northern Virginia","VA","va002",38.834,-77.276,"240330030","HU-Beltsville","Virginia Dept. of Environmental Quality",39.055302,-76.878304
"Northern Virginia","VA","va002",38.834,-77.276,"511530009","JAMES S. LONG PARK","Virginia Dept. of Environmental Quality",38.85287,-77.63462
"Northern Virginia","VA","va002",38.834,-77.276,"840110010053","King Greenleaf Rec Center","Virginia Dept. of Environmental Quality",38.875161,-77.012816
"Northern Virginia","VA","va002",38.834,-77.276,"110010043","McMillan Reservoir","Virginia Dept. of Environmental Quality",38.921848,-77.013176
"Northern Virginia","VA","va002",38.834,-77.276,"840510590031","Northern VA Near Road","Virginia Dept. of Environmental Quality",38.7684,-77.18347
"Northern Virginia","VA","va002",38.834,-77.276,"240338003","PG Equestrian Center","Virginia Dept. of Environmental Quality",38.812069,-76.744186
"Northern Virginia","VA","va002",38.834,-77.276,"110010041","RIVER_Terrace","Virginia Dept. of Environmental Quality",38.895683,-76.958089
"Northern Virginia","VA","va002",38.834,-77.276,"240313001","Rockville","Virginia Dept. of Environmental Quality",39.114399,-77.106903
"Northern Virginia","VA","va002",38.834,-77.276,"240170010","Southern Maryland","Virginia Dept. of Environmental Quality",38.5042,-76.811897
"Northern Virginia","VA","va002",38.834,-77.276,"110010050","TakomaRec","Virginia Dept. of Environmental Quality",38.970101,-77.016715
"Northern Virginia","VA","va002",38.834,-77.276,"110019999","Washington","Virginia Dept. of Environmental Quality",38.92726,-77.0467
"Northwestern Minnesota","MN","mn013",47.9437,-95.6024,"270052013","Detroit Lakes","Minnesota Pollution Control Agency",46.8511,-95.8467
"Northwestern Minnesota","MN","mn013",47.9437,-95.6024,"270072304","Red Lake Nation Hospital","Minnesota Pollution Control Agency",47.878159,-95.029172
"NW Coastal LA","CA","ca132",34.0505,-118.4566,"060370113","West Los Angeles - VA Hospital","South Coast AQMD",34.051097,-118.456386
"NW Oklahoma","OK","ok006",36.1584,-98.9319,"400430860","Seiling","Oklahoma Department of Environmental Quality",36.1589,-98.9353
"NW San Bernardino","CA","ca164",34.1038,-117.6291,"060712002","Fontana - Arrow Highway","South Coast AQMD",34.100132,-117.491982
"NW San Bernardino","CA","ca164",34.1038,-117.6291,"060719004","San Bernadino - 4th Street","South Coast AQMD",34.106678,-117.274063
"Oak Harbor","WA","wa014",48.293,-122.6594,"530570011","Anacortes-202 Ave (SO-AQS)","Northwest Clean Air Agency",48.52008,-122.613213
"Oak Harbor","WA","wa014",48.293,-122.6594,"530299999","Oak Harbor-SW 6th (US)","Northwest Clean Air Agency",48.294399,-122.660004
"Oakland","CA","ca068",37.8,-122.27,"060010013","Berkeley Aquatic Park","San Francisco Bay Area AQMD",37.864767,-122.302741
"Oakland","CA","ca068",37.8,-122.27,"060010012","Laney College","San Francisco Bay Area AQMD",37.793624,-122.263376
